facility_id,name,state,water_bws_raw,water_bws_score,water_bws_cat,water_bws_label,water_stress_class
dc_bb7e64ba6a05,Equinix DA4 - Dallas,TX,0.1802277961724219,1.849821532281143,1.0,Low - Medium (10-20%),low_to_medium
dc_e4de78d83084,"Equinix NY8 - New York, 60 Hudson",NY,0.0582514275760176,0.2203653116452903,0.0,Low (<10%),low
dc_4f362c566385,SBTC,WA,0.1737549870757756,1.7970543863324724,1.0,Low - Medium (10-20%),low_to_medium
dc_64860b293bb0,"Equinix NY7 - New York, North Bergen",NJ,0.2030962023699618,2.0221632633994706,2.0,Medium - High (20-40%),medium_to_high
dc_1ba158ee3c5f,3500 Garrott,TX,0.2872591532703989,2.522352863863281,2.0,Medium - High (20-40%),medium_to_high
dc_d6ee1c60c7cf,Equinix MI2 - Miami,FL,0.1623191715683282,1.6988334071138476,1.0,Low - Medium (10-20%),low_to_medium
dc_fc171f02d21c,5Nines Data,WI,0.6412207501203979,3.680821112347451,3.0,High (40-80%),high
dc_da694d866879,H5 Data Centers Nashville,TN,0.1089822073084819,1.1240926164413865,1.0,Low - Medium (10-20%),low_to_medium
dc_597fa7e4dbb1,Epsilon Global Hubs New York (60 Hudson),NY,0.0582514275760176,0.2203653116452903,0.0,Low (<10%),low
dc_e58ccf16d115,QTS Santa Clara (SJC1/SJC2),CA,0.1689635970511883,1.756712453544042,1.0,Low - Medium (10-20%),low_to_medium
dc_a26daee8f0b8,QTS Jersey City (JCY1),NJ,0.2030962023699618,2.0221632633994706,2.0,Medium - High (20-40%),medium_to_high
dc_e5cafa592f46,QTS Atlanta-Suwanee (SUW1),GA,0.2660305124910562,2.4115917257827646,2.0,Medium - High (20-40%),medium_to_high
dc_ef06ca20995a,QTS Atlanta-Metro (ATL1),GA,0.2660305124910562,2.4115917257827646,2.0,Medium - High (20-40%),medium_to_high
dc_b1fceb7d2ac8,QTS Miami (MIA1),FL,0.1623191715683282,1.6988334071138476,1.0,Low - Medium (10-20%),low_to_medium
dc_b2178656f857,1025Connect,NY,0.9865384522132844,4.302375283829,4.0,Extremely High (>80%),extremely_high
dc_5f959f8ebedd,Intergate West / Digital.forest / Fortress,WA,0.1737549870757756,1.7970543863324724,1.0,Low - Medium (10-20%),low_to_medium
dc_69889b71d3f5,274 Brannan Street,CA,0.1689635970511883,1.756712453544042,1.0,Low - Medium (10-20%),low_to_medium
dc_b7447025e854,FiberNet Telecom Group Newark - 165 Halsey,NJ,0.0674212649583831,0.4312756005460976,0.0,Low (<10%),low
dc_f2547bb7a78e,365 Data Centers Ft. Lauderdale (FLL),FL,0.6942381690880919,3.795430686457698,3.0,High (40-80%),high
dc_b4cb8f3be956,"Colo at 55, LLC",GA,0.2660305124910562,2.4115917257827646,2.0,Medium - High (20-40%),medium_to_high
dc_cc49cc794d73,Telecom Center LA,CA,3.498304470635781,5.0,4.0,Extremely High (>80%),extremely_high
dc_a61f211e8fc1,Colo4Dallas,TX,0.1802277961724219,1.849821532281143,1.0,Low - Medium (10-20%),low_to_medium
dc_583749301cba,CoreSite - Reston (VA1),VA,0.055798858778338,0.158307520864789,0.0,Low (<10%),low
dc_a19dbeb11233,CoreSite - New York (NY1),NY,0.0582514275760176,0.2203653116452903,0.0,Low (<10%),low
dc_bed5d7adeebd,ColoHouse Miami,FL,0.1623191715683282,1.6988334071138476,1.0,Low - Medium (10-20%),low_to_medium
dc_555e7f99046e,Equinix DE2 - Denver,CO,2.242617507885955,5.0,4.0,Extremely High (>80%),extremely_high
dc_6073295c9610,Equinix CU1/CU2/CU3/CU4 - Culpeper,VA,0.3255126376349264,2.7027135553703565,2.0,Medium - High (20-40%),medium_to_high
dc_e3f553271048,Telehouse - Teleport Center (New York),NY,0.8060484215120046,4.010866507955395,4.0,Extremely High (>80%),extremely_high
dc_682c5aa2595c,Level(3) Jersey City,NJ,0.2030962023699618,2.0221632633994706,2.0,Medium - High (20-40%),medium_to_high
