facility_id,name,operator_company,facility_type,status,state,county,latitude,longitude,coordinate_precision,verification_status,coord_confidence,size_sqft,num_floors,haz_lightning_flash_per_km2_yr,haz_seismic_pga_g_475yr,haz_seismic_pga_g_475yr_method,haz_seismic_pga_g_975yr,haz_seismic_pga_g_975yr_method,haz_seismic_pga_g_2475yr,haz_seismic_pga_g_2475yr_method,haz_wildfire_whp_code,haz_wildfire_whp_severity,haz_wildfire_surface,haz_wildfire_burnable_frac_1000m,haz_wildfire_max_severity_1000m,haz_wildfire_burnable_frac_2400m,haz_wildfire_max_severity_2400m,haz_wildfire_burnable_frac_5000m,haz_wildfire_max_severity_5000m,haz_seismic_pga_g_2475yr_usgs,haz_seismic_sa_02s_g,haz_seismic_sa_1s_g,haz_seismic_sa_02s_g_975yr,haz_seismic_sa_1s_g_975yr,haz_seismic_sa_02s_g_225yr,haz_seismic_sa_1s_g_225yr,haz_seismic_source,qa_coordinate_on_water
dc_961fc1bc0c89,Google - Thornton,Google,hyperscale,operational,CO,Adams,39.922465,-104.9834252,building,pending,high,86059.2,2.0,10.969576835632324,0.055,1,0.08499999999999999,1,0.165,1,6.0,,non_burnable,0.4090909090909091,3.0,0.23694779116465864,4.0,0.24698235840297122,4.0,0.097,0.19,0.043,0.126,0.038,0.053,0.016,USGS ASCE 7-22 point service (site class BC),False
dc_5b5256c05523,DRT LAX10,,unknown,operational,CA,Los Angeles,34.04728,-118.25669,building,CANDIDATE,high,66979.7,7.0,0.5556319355964661,0.445,1,0.605,1,0.855,1,6.0,,non_burnable,0.0,,0.00411522633744856,4.0,0.03317972350230415,4.0,0.84,2.23,0.72,1.497,0.517,0.708,0.234,USGS ASCE 7-22 point service (site class BC),False
dc_f40c26b1ceb4,One Wilshire,,colocation,operational,CA,Los Angeles,34.048149,-118.255721,building,CANDIDATE,high,43850.3,30.0,0.5556319355964661,0.445,1,0.605,1,0.855,1,6.0,,non_burnable,0.0,,0.004,4.0,0.03425925925925926,4.0,0.84,2.24,0.72,1.499,0.518,0.708,0.234,USGS ASCE 7-22 point service (site class BC),False
dc_ddf294b48205,,Bank of America,unknown,operational,VA,Henrico,37.4944,-77.23745,building,VERIFIED,high,194915.4,,13.860154151916504,0.07500000000000001,1,0.135,1,0.255,1,6.0,,non_burnable,0.6888888888888889,2.0,0.782608695652174,2.0,0.8240223463687151,3.0,0.12,0.2,0.049,0.104,0.034,0.035,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_66e879b37950,"CyrusOne NVA1, NVA2 & NVA3",CyrusOne,colocation,operational,VA,Loudoun,39.0259023,-77.4144697,building,pending,high,265601.8,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.06818181818181818,1.0,0.2834008097165992,1.0,0.3401677539608574,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_6a2a35ba07d2,NAP of the Americas,,unknown,operational,FL,Miami-Dade,25.7824,-80.19312,building,VERIFIED,high,122626.1,6.0,22.965288162231445,0.005,1,0.015,1,0.025,1,6.0,,non_burnable,0.0,,0.020242914979757085,3.0,0.022263450834879406,3.0,0.021,0.048,0.021,0.02,0.013,0.006,,USGS ASCE 7-22 point service (site class BC),False
dc_cc1e6f846f5c,CoreSite - Miami (MI1),,colocation,operational,FL,Miami-Dade,25.79739,-80.22987,building,CANDIDATE,high,15911.3,,22.965288162231445,0.005,1,0.015,1,0.025,1,6.0,,non_burnable,0.045454545454545456,2.0,0.016260162601626018,3.0,0.02321262766945218,3.0,0.021,0.049,0.021,0.021,0.014,0.006,,USGS ASCE 7-22 point service (site class BC),False
dc_5127aa265ade,CyrusOne NVA5,CyrusOne,colocation,operational,VA,Loudoun,39.024356,-77.4341,building,VERIFIED,high,506948.5,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.46511627906976744,1.0,0.28225806451612906,1.0,0.31881371640407785,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_7829f587ad00,Microsoft,Microsoft,hyperscale,operational,IA,Dallas,41.54045,-93.82609,building,VERIFIED,high,39146.4,,14.173967361450195,0.015,1,0.025,1,0.045,1,6.0,,non_burnable,0.4090909090909091,1.0,0.496,2.0,0.44846796657381616,2.0,0.038,0.088,0.058,0.044,0.038,0.019,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_a16fdadb09e8,Facebook Altoona Data Center 1,Meta,hyperscale,operational,IA,Polk,41.6642482,-93.5147581,building,pending,high,315400.9,,14.173967361450195,0.015,1,0.025,1,0.045,1,6.0,,non_burnable,0.17073170731707318,1.0,0.3064516129032258,1.0,0.3049119555143652,1.0,0.038,0.088,0.058,0.044,0.038,0.019,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_ce7c1d42d89e,Facebook Altoona Data Center 2,Meta,hyperscale,operational,IA,Polk,41.6655118,-93.5082089,building,pending,high,307371.4,,14.173967361450195,0.015,1,0.025,1,0.045,1,6.0,,non_burnable,0.1590909090909091,1.0,0.27710843373493976,1.0,0.2971216341689879,1.0,0.038,0.088,0.058,0.044,0.038,0.019,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_fdae777cf363,Virginia Information Technologies Agency,,unknown,operational,VA,Chesterfield,37.3607028,-77.3318065,building,pending,high,157732.0,,13.860154151916504,0.08499999999999999,1,0.14500000000000002,1,0.275,1,6.0,,non_burnable,0.7380952380952381,2.0,0.6209677419354839,2.0,0.5283194057567316,3.0,0.12,0.2,0.049,0.104,0.034,0.035,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_3804fbe962f8,Lumen Technologies,,colocation,operational,CA,Orange,33.716985,-117.807298,building,CANDIDATE,high,85658.3,,0.6565972566604614,0.325,1,0.435,1,0.615,1,6.0,,non_burnable,0.023809523809523808,3.0,0.07258064516129033,3.0,0.056638811513463325,4.0,0.54,1.45,0.46,0.966,0.342,0.516,0.178,USGS ASCE 7-22 point service (site class BC),False
dc_87fe0ed9bf1c,Lumen,Lumen Technologies,colocation,operational,WA,Spokane,47.6542257,-117.4200007,building,pending,high,25400.0,,2.4368741512298584,0.035,1,0.055,1,0.095,1,6.0,,non_burnable,0.022222222222222223,4.0,0.08,4.0,0.2053903345724907,4.0,0.13,0.32,0.093,0.193,0.076,0.07,0.032,USGS ASCE 7-22 point service (site class BC),False
dc_fe7cb3e8830f,,,unknown,operational,WI,Dane,43.0672971,-89.436704,building,pending,high,9176.4,,9.417593955993652,0.015,1,0.035,1,0.055,1,6.0,,non_burnable,0.35714285714285715,2.0,0.2862903225806452,2.0,0.24,2.0,0.041,0.091,0.055,0.048,0.036,0.02,0.012,USGS ASCE 7-22 point service (site class BC),False
dc_1674d44d30cc,Equinix CU2,Equinix,colocation,operational,VA,Culpeper,38.4548439,-77.9781318,building,pending,high,1299937.8,,13.383992195129395,0.07500000000000001,1,0.135,1,0.245,1,6.0,,non_burnable,0.7045454545454546,2.0,0.6910569105691057,2.0,0.62152133580705,2.0,0.1,0.19,0.051,0.103,0.034,0.036,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_f8d214368884,DataPipe Silicon Valley One,,unknown,operational,CA,Santa Clara,37.3336326,-121.8879639,building,pending,high,102004.2,2.0,0.12219325453042984,0.665,1,0.875,1,1.1549999999999998,1,6.0,,non_burnable,0.023255813953488372,4.0,0.03225806451612903,4.0,0.047265987025023166,4.0,0.52,1.51,0.62,1.731,0.635,0.996,0.34,USGS ASCE 7-22 point service (site class BC),False
dc_042da0f1f99d,CoreSite Secaucus Campus,CoreSite,colocation,operational,NJ,Hudson,40.7841733,-74.0655505,building,pending,high,419300.8,,7.277477264404297,0.10500000000000001,1,0.175,1,0.345,1,6.0,,non_burnable,0.0,,0.144,5.0,0.20686456400742115,5.0,0.17,0.28,0.051,0.159,0.037,0.048,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_01f485c24f90,Evocative Secaucus,Evocative,unknown,operational,NJ,Hudson,40.787552,-74.0680502,building,pending,high,101304.6,,7.277477264404297,0.10500000000000001,1,0.175,1,0.345,1,6.0,,non_burnable,0.0,,0.172,5.0,0.21415270018621974,5.0,0.17,0.28,0.051,0.159,0.037,0.048,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_f2511fb5508c,BT Radianz: 492 River Road,bt,unknown,operational,NJ,Essex,40.8214542,-74.1341867,building,pending,high,107857.5,,7.277477264404297,0.10500000000000001,1,0.175,1,0.345,1,6.0,,non_burnable,0.023255813953488372,4.0,0.0728744939271255,4.0,0.14684014869888476,5.0,0.17,0.28,0.051,0.159,0.037,0.049,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_f9e6c86b33a9,Time Warner Datacenter,,unknown,operational,CO,Arapahoe,39.5989606,-104.8603785,building,pending,high,33804.7,,10.969576835632324,0.045,1,0.07500000000000001,1,0.155,1,6.0,,non_burnable,0.18181818181818182,3.0,0.25691699604743085,4.0,0.3494874184529357,4.0,0.091,0.18,0.043,0.126,0.038,0.051,0.016,USGS ASCE 7-22 point service (site class BC),False
dc_3afce9f03886,Time Warner Datacenter,,unknown,operational,CO,Arapahoe,39.5999328,-104.86017,building,pending,high,61435.2,,10.969576835632324,0.045,1,0.07500000000000001,1,0.155,1,6.0,,non_burnable,0.16279069767441862,3.0,0.26907630522088355,4.0,0.3450834879406308,4.0,0.091,0.18,0.043,0.126,0.038,0.051,0.016,USGS ASCE 7-22 point service (site class BC),False
dc_97311ae7d1ad,CyrusOne Austin Data Center III,,colocation,operational,TX,Travis,30.2070062,-97.7011317,building,pending,high,189921.3,,13.630367279052734,0.015,1,0.015,1,0.035,1,6.0,,non_burnable,0.30952380952380953,3.0,0.3951612903225806,3.0,0.47162790697674417,3.0,0.028,0.064,0.037,0.034,0.022,0.013,0.008,USGS ASCE 7-22 point service (site class BC),False
dc_7db3bba7c9ec,Apollo Cable Landing Station,Apollo,unknown,operational,NJ,Monmouth,40.1570435,-74.101582,building,pending,high,25904.6,,6.169474124908447,0.07500000000000001,1,0.135,1,0.255,1,2.0,2.0,low,0.5681818181818182,4.0,0.7032520325203252,4.0,0.6144578313253012,5.0,0.13,0.22,0.045,0.121,0.033,0.04,0.014,USGS ASCE 7-22 point service (site class BC),False
dc_96450fb1f38e,Cable & Wireless Cable Landing Station,,unknown,operational,NY,Suffolk,40.8436519,-72.8833757,building,pending,high,36746.3,,3.6266424655914307,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.5869565217391305,4.0,0.632,4.0,0.6893023255813954,4.0,0.1,0.19,0.043,0.108,0.033,0.041,0.014,USGS ASCE 7-22 point service (site class BC),False
dc_e4baea386a94,Equinix Ashburn DC10,Equinix,colocation,operational,VA,Loudoun,39.0210047,-77.4514888,building,pending,high,152398.0,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.3409090909090909,1.0,0.328,1.0,0.3178869323447637,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_d92a5dd0e5f6,Amazon Web Services Datacenter Complex,Amazon Web Services,hyperscale,operational,VA,Loudoun,39.0270811,-77.4526315,building,CANDIDATE,high,1088051.0,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.37209302325581395,1.0,0.32113821138211385,1.0,0.3293135435992579,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_1ef09805fae1,Amazon Web Services,Amazon Web Services,hyperscale,operational,VA,Loudoun,39.0288072,-77.4588379,building,pending,high,1022345.5,,13.613815307617188,0.055,1,0.095,1,0.175,1,1.0,1.0,very_low,0.29545454545454547,1.0,0.30039525691699603,1.0,0.32618825722274,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_9351a2fe0177,Amazon IAD-61,Amazon Web Services,hyperscale,operational,VA,Loudoun,38.9158051,-77.4919869,building,pending,high,152289.4,,13.629328727722168,0.065,1,0.095,1,0.175,1,6.0,,non_burnable,0.3953488372093023,1.0,0.5100401606425703,1.0,0.5385329619312906,1.0,0.078,0.16,0.042,0.085,0.03,0.033,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_a1ec41fa9483,Amazon IAD58,Amazon Web Services,hyperscale,operational,VA,Loudoun,38.9865152,-77.4422565,building,CANDIDATE,high,136770.7,,13.629328727722168,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.11904761904761904,1.0,0.3467741935483871,1.0,0.3290083410565338,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_df61119311e7,Amazon IAD51,Amazon Web Services,hyperscale,operational,VA,Loudoun,38.9914123,-77.4365107,building,pending,high,64127.6,,13.629328727722168,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.20454545454545456,1.0,0.26587301587301587,1.0,0.3243494423791822,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_dd2e714c19e0,Amazon IAD56,Amazon Web Services,hyperscale,operational,VA,Loudoun,38.988341,-77.438008,building,CANDIDATE,high,78441.6,,13.629328727722168,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.13953488372093023,1.0,0.2971887550200803,1.0,0.32252085264133457,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_c20b2302aff2,Amazon IAD16,Amazon Web Services,hyperscale,operational,VA,Loudoun,38.9906864,-77.4488397,building,pending,high,75817.2,,13.629328727722168,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.1956521739130435,1.0,0.4087301587301587,1.0,0.3395348837209302,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_dee61d200c43,Amazon IAD15,Amazon Web Services,hyperscale,operational,VA,Loudoun,38.991708,-77.4485641,building,pending,high,103452.7,,13.629328727722168,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.16666666666666666,1.0,0.39919354838709675,1.0,0.3355018587360595,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_ab293c583bc3,Amazon IAD14,Amazon Web Services,hyperscale,operational,VA,Prince William,38.7898846,-77.5482287,building,pending,high,118192.9,,12.71955680847168,0.065,1,0.10500000000000001,1,0.185,1,6.0,,non_burnable,0.4318181818181818,1.0,0.5201612903225806,2.0,0.5333951762523191,2.0,0.081,0.16,0.043,0.088,0.031,0.033,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_71354fe4b02d,Amazon IAD59,Amazon Web Services,hyperscale,operational,VA,Prince William,38.7921874,-77.5484673,building,pending,high,127281.6,,12.71955680847168,0.065,1,0.10500000000000001,1,0.185,1,6.0,,non_burnable,0.4090909090909091,1.0,0.5275590551181102,2.0,0.5541044776119403,2.0,0.081,0.16,0.043,0.088,0.031,0.033,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_c4a43ff19d8c,Amazon IAD52,Amazon Web Services,hyperscale,operational,VA,Prince William,38.7911185,-77.5483863,building,pending,high,126699.6,,12.71955680847168,0.065,1,0.10500000000000001,1,0.185,1,6.0,,non_burnable,0.40476190476190477,1.0,0.5140562248995983,2.0,0.5408163265306123,2.0,0.081,0.16,0.043,0.088,0.031,0.033,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_af33dfbf5532,Amazon Web Services Datacenter Complex,Amazon Web Services,hyperscale,operational,OH,Licking,40.0937454,-82.7518317,building,pending,high,1106311.9,,14.810942649841309,0.035,1,0.055,1,0.095,1,6.0,,non_burnable,0.46511627906976744,1.0,0.46,1.0,0.4606116774791474,1.0,0.071,0.15,0.065,0.076,0.043,0.034,0.018,USGS ASCE 7-22 point service (site class BC),False
dc_2f2def1e8828,Amazon AWS: Hilliard Data Center,Amazon Web Services us-east-2 datacenter,hyperscale,operational,OH,Franklin,40.0598657,-83.1342839,campus_centroid,pending,high,2578493.0,,15.455096244812012,0.035,1,0.055,1,0.10500000000000001,1,6.0,,non_burnable,0.19047619047619047,1.0,0.17813765182186234,1.0,0.2100371747211896,1.0,0.078,0.16,0.068,0.08,0.045,0.036,0.019,USGS ASCE 7-22 point service (site class BC),False
dc_bd0c4df6edc8,Amazon Web Services,Amazon Web Services,hyperscale,operational,OR,Umatilla,45.9158356,-119.2663235,building,AMBIGUOUS,high,2605.6,,2.1825551986694336,0.055,1,0.08499999999999999,1,0.14500000000000002,1,3.0,3.0,moderate,0.7727272727272727,4.0,0.691699604743083,5.0,0.49906542056074765,5.0,0.17,0.42,0.13,0.258,0.104,0.099,0.041,USGS ASCE 7-22 point service (site class BC),False
dc_8b5c9190f762,Amazon Web Services,Amazon Web Services,hyperscale,operational,OR,Morrow,45.8410032,-119.6527688,building,pending,high,127483.4,,1.9345662593841553,0.055,1,0.095,1,0.155,1,6.0,,non_burnable,0.27906976744186046,2.0,0.357429718875502,3.0,0.31261595547309834,4.0,0.18,0.44,0.13,0.274,0.111,0.106,0.044,USGS ASCE 7-22 point service (site class BC),False
dc_c3cd81b92a8d,Amazon Web Services,Amazon Web Services,hyperscale,operational,OR,Morrow,45.8522387,-119.6299007,building,pending,high,267452.3,,1.9345662593841553,0.055,1,0.095,1,0.155,1,6.0,,non_burnable,0.37209302325581395,2.0,0.424,3.0,0.2675925925925926,4.0,0.18,0.44,0.13,0.273,0.11,0.106,0.044,USGS ASCE 7-22 point service (site class BC),False
dc_ee2be26aa83a,Amazon Web Services,Amazon Web Services,hyperscale,operational,OR,Morrow,45.8532,-119.64677,building,VERIFIED,high,103260.4,,1.9345662593841553,0.055,1,0.095,1,0.155,1,6.0,,non_burnable,0.2857142857142857,1.0,0.3522267206477733,3.0,0.25812441968430827,4.0,0.18,0.44,0.13,0.274,0.111,0.106,0.044,USGS ASCE 7-22 point service (site class BC),False
dc_b8308dcc18bb,Equinix San Jose SV3,Equinix,colocation,operational,CA,Santa Clara,37.388274,-121.8884463,building,VERIFIED,high,109684.2,,0.12219325453042984,0.655,1,0.855,1,1.1349999999999998,1,6.0,,non_burnable,0.023809523809523808,2.0,0.052845528455284556,3.0,0.06797020484171322,4.0,0.65,1.9,0.78,2.058,0.751,1.14,0.389,USGS ASCE 7-22 point service (site class BC),False
dc_6bb9d780dce7,365 Main Street Data Center,Digital Realty,colocation,operational,CA,San Francisco,37.788616,-122.390816,building,CANDIDATE,high,39318.7,,0.09281287342309952,0.475,1,0.595,1,0.795,1,6.0,,non_burnable,0.023255813953488372,3.0,0.0163265306122449,4.0,0.011111111111111112,4.0,0.5,1.5,0.6,1.367,0.524,0.741,0.265,USGS ASCE 7-22 point service (site class BC),False
dc_fa3d9251f7ad,Meta,Meta,hyperscale,operational,NC,Rutherford,35.3142602,-81.8220553,building,CANDIDATE,high,241127.1,,13.04412841796875,0.065,1,0.10500000000000001,1,0.185,1,6.0,,non_burnable,0.7380952380952381,4.0,0.7991967871485943,4.0,0.7831325301204819,4.0,0.16,0.31,0.092,0.159,0.063,0.071,0.027,USGS ASCE 7-22 point service (site class BC),False
dc_1aaac235c2f7,Meta,Meta,hyperscale,operational,NC,Rutherford,35.31738,-81.82625,building,VERIFIED,high,244177.4,,13.04412841796875,0.065,1,0.10500000000000001,1,0.185,1,6.0,,non_burnable,0.6744186046511628,4.0,0.772,4.0,0.774582560296846,4.0,0.16,0.31,0.092,0.159,0.063,0.071,0.027,USGS ASCE 7-22 point service (site class BC),False
dc_b957334fcb5a,,NTT Limited,colocation,operational,CA,Santa Clara,37.4039641,-121.8892308,building,VERIFIED,high,75249.2,,0.12219325453042984,0.655,1,0.855,1,1.125,1,6.0,,non_burnable,0.0,,0.012145748987854251,2.0,0.14298978644382543,4.0,0.71,2.08,0.84,2.183,0.796,1.192,0.407,USGS ASCE 7-22 point service (site class BC),False
dc_68281ce20aef,Csquare SFO1,Csquare,unknown,operational,CA,Santa Clara,37.37045,-121.9698252,building,pending,high,83922.1,,0.12219325453042984,0.525,1,0.675,1,0.885,1,6.0,,non_burnable,0.0,,0.008298755186721992,3.0,0.04608294930875576,4.0,0.51,1.51,0.64,1.615,0.603,0.915,0.321,USGS ASCE 7-22 point service (site class BC),False
dc_973ebac1cb09,,Vantage,colocation,operational,CA,Santa Clara,37.3717787,-121.9725052,building,pending,high,75686.5,,0.12219325453042984,0.525,1,0.665,1,0.875,1,6.0,,non_burnable,0.0,,0.00796812749003984,3.0,0.05462962962962963,4.0,0.51,1.5,0.64,1.613,0.602,0.913,0.32,USGS ASCE 7-22 point service (site class BC),False
dc_13bf0cfc3848,Intergate Columbia B,Sabey Data Centers,unknown,operational,WA,Douglas,47.407164,-120.1875239,building,pending,high,192887.8,,0.9799042344093323,0.08499999999999999,1,0.125,1,0.20500000000000002,1,6.0,,non_burnable,0.7142857142857143,4.0,0.7854251012145749,4.0,0.7428040854224698,4.0,0.19,0.47,0.15,0.312,0.129,0.139,0.055,USGS ASCE 7-22 point service (site class BC),False
dc_5c8f14e5f3fc,Intergate Columbia A,Sabey Data Centers,unknown,operational,WA,Douglas,47.4086205,-120.1893981,building,pending,high,262379.1,,0.9799042344093323,0.08499999999999999,1,0.125,1,0.20500000000000002,1,6.0,,non_burnable,0.6976744186046512,4.0,0.7903225806451613,4.0,0.7448979591836735,4.0,0.19,0.47,0.15,0.312,0.129,0.139,0.055,USGS ASCE 7-22 point service (site class BC),False
dc_2418d90f9371,Intergate Columbia,Sabey Data Centers,unknown,operational,WA,Douglas,47.40758,-120.19158,building,VERIFIED,high,2771091.3,,0.9799042344093323,0.08499999999999999,1,0.125,1,0.20500000000000002,1,6.0,,non_burnable,0.7045454545454546,4.0,0.78,4.0,0.74487895716946,4.0,0.19,0.47,0.15,0.312,0.13,0.139,0.055,USGS ASCE 7-22 point service (site class BC),False
dc_82d5bf536c6b,QTS Ashburn-Moran,Quality Technology Services,colocation,operational,VA,Loudoun,38.9942215,-77.4482013,building,pending,high,35740.5,,13.629328727722168,0.055,1,0.095,1,0.175,1,1.0,1.0,very_low,0.19047619047619047,1.0,0.3861788617886179,1.0,0.3364398881640261,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_2a3cef084baa,Centersquare IAD4-A,Centersquare,colocation,operational,VA,Loudoun,39.0217816,-77.4527978,building,pending,high,77750.0,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.29545454545454547,1.0,0.3333333333333333,1.0,0.3219557195571956,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_76d8a96e6398,AWS Building E,Amazon Web Services,hyperscale,operational,VA,Loudoun,39.0050516,-77.4856124,building,pending,high,153355.8,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.45454545454545453,1.0,0.39344262295081966,1.0,0.3573407202216066,1.0,0.077,0.15,0.042,0.084,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_783ed530397e,Digital Realty New Jersey EWR20,Digital Realty,colocation,operational,NJ,Passaic,40.8299279,-74.1267496,building,pending,high,29614.6,,7.277477264404297,0.10500000000000001,1,0.175,1,0.345,1,6.0,,non_burnable,0.022727272727272728,3.0,0.06666666666666667,4.0,0.1225444340505145,5.0,0.17,0.28,0.051,0.16,0.037,0.049,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_4fe04b8d0451,CyrusOne Somerset,CyrusOne,colocation,operational,NJ,Somerset,40.5379623,-74.5457225,building,pending,high,318583.8,,8.329419136047363,0.095,1,0.165,1,0.315,1,6.0,,non_burnable,0.23255813953488372,3.0,0.36693548387096775,4.0,0.38868274582560297,4.0,0.15,0.25,0.048,0.14,0.035,0.045,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_f56907de3951,BNY Mellon Somerset,,unknown,operational,NJ,Somerset,40.535869,-74.5534315,building,pending,high,121002.5,,8.329419136047363,0.095,1,0.165,1,0.315,1,6.0,,non_burnable,0.2857142857142857,3.0,0.38866396761133604,4.0,0.40297121634168986,4.0,0.15,0.25,0.048,0.14,0.035,0.045,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_afac4d785392,,Digital Realty,colocation,operational,NJ,Somerset,40.5375265,-74.5555236,building,pending,high,125668.7,,8.329419136047363,0.095,1,0.165,1,0.315,1,3.0,3.0,moderate,0.2619047619047619,3.0,0.388,4.0,0.40370370370370373,4.0,0.15,0.25,0.048,0.14,0.035,0.045,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_b095480b552f,Digital Realty New Jersey EWR21,Digital Realty,colocation,operational,NJ,Passaic,40.832497,-74.123887,building,CANDIDATE,high,71645.8,,7.277477264404297,0.10500000000000001,1,0.175,1,0.345,1,6.0,,non_burnable,0.0,,0.05220883534136546,4.0,0.11121408711770157,5.0,0.17,0.28,0.051,0.16,0.037,0.049,0.015,USGS ASCE 7-22 point service (site class BC),False
dc_fd571f509631,,Centurylink,unknown,operational,CA,Los Angeles,34.199321,-118.343534,building,CANDIDATE,high,43140.8,,0.5556319355964661,0.485,1,0.645,1,0.885,1,6.0,,non_burnable,0.0,,0.07407407407407407,3.0,0.24284395198522624,5.0,0.83,2.26,0.82,1.537,0.544,0.776,0.258,USGS ASCE 7-22 point service (site class BC),False
dc_085fa1c6cd48,Amazon IAD78,Amazon Web Services,hyperscale,operational,VA,Loudoun,39.0263681,-77.4495202,building,pending,high,147979.7,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.40476190476190477,1.0,0.3170731707317073,1.0,0.32898415657036345,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_f76653816c0f,Amazon IAD79,Amazon Web Services,hyperscale,operational,VA,Loudoun,39.0263574,-77.4508704,building,pending,high,148678.7,,13.613815307617188,0.055,1,0.095,1,0.175,1,6.0,,non_burnable,0.3488372093023256,1.0,0.32653061224489793,1.0,0.32407407407407407,1.0,0.077,0.15,0.042,0.083,0.03,0.032,0.013,USGS ASCE 7-22 point service (site class BC),False
dc_f5f99e41c7eb,,,unknown,operational,NV,Washoe,39.56711,-119.5485335,building,AMBIGUOUS,high,276687.9,,1.7456742525100708,0.225,1,0.315,1,0.455,1,6.0,,non_burnable,0.6818181818181818,3.0,0.776,4.0,0.8998144712430427,5.0,0.53,1.41,0.43,0.912,0.313,0.44,0.148,USGS ASCE 7-22 point service (site class BC),False
dc_e47b672ce4ff,Kaiser Data Center,,unknown,operational,CA,Napa,38.254065,-122.2730918,building,pending,high,162791.2,,0.09790622442960739,0.435,1,0.585,1,0.805,1,6.0,,non_burnable,0.09090909090909091,3.0,0.3225806451612903,4.0,0.37755102040816324,4.0,0.8,2.29,0.75,1.659,0.589,0.835,0.291,USGS ASCE 7-22 point service (site class BC),False
dc_89f803745a9e,Lumen Dallas - 3180 Irving Blvd.,Lumen Technologies,colocation,operational,TX,Dallas,32.8069549,-96.8685888,building,pending,high,80860.1,,18.841638565063477,0.025,1,0.035,1,0.065,1,6.0,,non_burnable,0.18181818181818182,2.0,0.2620967741935484,3.0,0.24582560296846012,3.0,0.055,0.12,0.059,0.066,0.039,0.028,0.014,USGS ASCE 7-22 point service (site class BC),False
dc_663e3aabdd3a,Prime DFW01-01,Prime,unknown,operational,TX,Dallas,32.8379581,-96.8784007,building,pending,high,88882.1,,18.841638565063477,0.025,1,0.035,1,0.065,1,6.0,,non_burnable,0.40476190476190477,2.0,0.2350597609561753,2.0,0.2127659574468085,3.0,0.055,0.13,0.059,0.067,0.039,0.029,0.014,USGS ASCE 7-22 point service (site class BC),False
