facility_id,name,state,latitude,longitude,building_match,building_dist_m,search_radius_m,n_buildings_in_radius,largest_nearby_sqft,largest_nearby_dist_m,largest_nearby_height_m,build_id,footprint_sqft,source_sqft,height_m,occupancy_class,building_address,imagery_date,flood_zone,flood_mapped,flood_sfha,flood_subtype,building_match_confidence,multi_storey,fp_cells,fp_whp_max,fp_whp_burnable_frac,fp_whp_modal,haz_wildfire_whp_code,haz_wildfire_max_severity_1000m,haz_seismic_pga_g_475yr,haz_lightning_flash_per_km2_yr
dc_9bb24f423687,CoreSite DC1,DC,38.9025805,-77.0292105,nearest,16.68608366895192,200.0,19,127642.6,160.67038444471976,39.19,16010881.0,43187.0,43185.43,28.09,Residential,1201 K STREET NORTHWEST,1348531200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_a6e2e1513613,Southwest Cyberport,NM,35.10196,-106.58933,nearest,33.343179307892875,200.0,72,49266.3,33.343179307892875,,12089738.0,49266.3,49252.33,,Education,5041 INDIAN SCHOOL ROAD NORTHEAST,1314835200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,,0.055,9.913078308105469
dc_a686ad9e9a88,NocRoom Miami IT Services,FL,25.7915453,-80.3177484,contains,0.0,200.0,12,96461.5,148.5640750396319,3.56,30419267.0,48324.8,48324.57,4.54,Commercial,7415 NW 19 ST,1392508800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,2.0,0.005,22.965288162231445
dc_6d263b15b250,NocRoom Miami IT Services,FL,25.776033,-80.193092,nearest,0.7010647328960676,200.0,19,162425.1,0.7010647328960676,21.25,30407427.0,162425.1,162424.5,21.25,Education,36 NE 2 ST,1392508800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,4.0,,0.0,6.0,6.0,3.0,0.005,22.965288162231445
dc_880a171377bb,Center for Computation & Technology (CCT),LA,30.407446,-91.1725454,contains,0.0,200.0,13,165739.9,19.437579954287663,12.8,2648550.0,38685.3,38611.59,,Education,888 SOUTH STADIUM DRIVE,1507852800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,,2.0,,0.0,6.0,6.0,1.0,0.025,27.227249145507812
dc_537f282facb3,Google Fiber,GA,33.7715677,-84.3668585,contains,0.0,200.0,28,240164.9,84.44372130303874,33.8,17234322.0,66771.0,66770.95,7.42,Commercial,,1351209600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,3.0,0.055,16.562829971313477
dc_15be445c537f,Open Computing Facility,CA,37.8698521,-122.2598231,nearest,0.5085872128480804,200.0,29,172360.2,179.21879230366125,20.95,16360303.0,24512.6,24512.52,9.37,Education,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,4.0,0.595,0.0928128734230995
dc_e54691f8993e,Lumos Networks,VA,37.4156786,-79.1429447,nearest,3.2942321325940496,200.0,24,190658.9,18.506521326989876,,6002690.0,23358.4,23032.32,,Government,800 MAIN STREET,1425254400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.065,10.857731819152832
dc_004d4bd391b5,Rack59 Data Center,OK,35.4672049,-97.6497453,contains,0.0,200.0,13,1426957.2,0.0,10.24,7367231.0,1426957.2,1426956.0,10.24,Industrial,,1375142400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,6.0,,0.0,6.0,6.0,1.0,0.045,18.828590393066406
dc_c15c28bd70c1,Oso Grande,NM,35.0925015,-106.6536712,contains,0.0,200.0,125,60330.0,0.0,,12076943.0,60330.0,60315.53,,Commercial,725 6TH STREET NORTHWEST,1314835200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,,0.055,9.913078308105469
dc_c2c582121fae,Morgan Wireless,WV,39.6309851,-78.2253196,nearest,1.640518663155707,200.0,72,13803.9,178.39073736330255,,881600.0,3755.7,3757.933,,Commercial,,1453593600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,3.0,0.045,11.673903465270996
dc_6324e54cb1f3,VIRTBIZ,TX,32.7825463,-96.7828145,contains,0.0,200.0,32,54467.7,183.97772091388495,7.27,29791370.0,35002.5,35002.43,5.32,Industrial,2825 CANTON STREET,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,,0.025,18.841638565063477
dc_94697aa66760,FirstLight Data Center,ME,43.657708,-70.261781,nearest,1.9759523590086077,200.0,80,66921.3,207.76081750484303,,272357.0,10620.4,10614.6,,Industrial,340 CUMBERLAND AVENUE,1490486400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,,0.075,2.118645191192627
dc_72d8cb06afd7,Learning GIS!,IN,40.42179,-86.9141546,contains,0.0,200.0,22,147452.6,190.64457317100133,,16085715.0,22219.3,22509.81,,Education,625 AGRICULTURE MALL DRIVE,1521676800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.045,22.477502822875977
dc_ba3a04b0acb7,Agricultural and Biological Engineering,IN,40.4218543,-86.9165454,contains,0.0,200.0,22,116836.9,143.99522743587664,,16085759.0,37741.5,37052.57,,Education,225 SOUTH UNIVERSITY STREET,1521676800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.045,22.477502822875977
dc_eef3ba94431e,Windstream Communications,NC,35.881397,-78.851552,contains,0.0,200.0,12,68623.3,0.0,,9881581.0,68623.3,67545.55,,Commercial,5400 SOUTH MIAMI BOULEVARD,1510790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,3.0,1.0,2.0,3.0,3.0,0.035,15.275832176208496
dc_d1631b663c48,Level 3 Communications,NC,35.881364,-78.8515726,contains,0.0,200.0,13,68623.3,0.0,,9881581.0,68623.3,67545.55,,Commercial,5400 SOUTH MIAMI BOULEVARD,1510790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,3.0,1.0,2.0,3.0,3.0,0.035,15.275832176208496
dc_a28b6b533687,OptimumHQ,AZ,33.3804149,-111.7526684,contains,0.0,200.0,55,152300.5,194.2933393065286,,4315286.0,29209.9,29384.57,,Commercial,,1507507200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,,3.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_2980260de3e5,The Chatfield Group,AZ,33.380601,-111.7528888,contains,0.0,200.0,54,50898.7,132.03418231963153,,4315286.0,29209.9,29384.57,,Commercial,,1507507200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,,3.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_b9549d1a3e6c,All About Serving Process Server,AZ,33.3199157,-111.809686,contains,0.0,200.0,84,66549.9,55.17835379170299,,4186096.0,17515.8,17927.34,,Commercial,1909 EAST RAY ROAD,1507507200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_4dccde6d1dfb,Emailage,AZ,33.302965,-111.8405386,contains,0.0,200.0,22,43902.9,172.81065823085436,7.06,11987712.0,27358.5,27358.47,19.6,Commercial,25 SOUTH ARIZONA PLACE,1295654400000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_0ffde5e0d6a1,Alliance Technology,AZ,33.3799862,-111.728405,contains,0.0,200.0,59,20748.9,128.3709989650351,,4311695.0,17813.1,17469.15,,Commercial,4850 EAST BASELINE ROAD,1507507200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_74f18bfa8df0,8100 Boone Boulevard,VA,38.913156,-77.225732,nearest,31.13872411097217,200.0,13,112999.1,41.43029322926647,17.51,7901849.0,34656.7,34656.68,21.94,Industrial,8130 BOONE BOULEVARD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,1.0,0.055,13.629328727722168
dc_4465586fa278,Atlanta ATL13,GA,33.7555186,-84.3914814,contains,0.0,200.0,24,136014.5,46.59208908624443,28.02,17206825.0,15776.9,15776.92,37.45,Commercial,,1351209600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,,0.055,16.562829971313477
dc_c91b689569e2,Data Holdings Data Center,WI,43.0439408,-87.9539794,contains,0.0,200.0,91,23944.2,0.0,10.52,10210502.0,23944.2,23928.58,10.52,Commercial,,1351900800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,,0.015,8.040300369262695
dc_8f61bbab2b18,STACK Infrastructure,CA,37.403305,-121.891247,nearest,30.83328881277933,200.0,24,80178.2,170.0780869720711,8.03,15791960.0,6823.0,6822.966,4.79,Industrial,,1349049600000.0,AO,True,True,,high,False,1.0,,0.0,6.0,6.0,,0.645,0.1221932545304298
dc_16b0103c1ecb,Digital West Data Center,CA,35.2553162,-120.6415128,contains,0.0,200.0,38,128781.9,53.95350787604401,,4022276.0,12110.4,12441.83,,Industrial,,1440201600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,4.0,0.235,0.1285187602043151
dc_e0a8ffe0675b,Chick-fil-A Hiring Center,MI,42.6279424,-82.9883939,contains,0.0,200.0,9,216970.6,27.951801198143535,,6748538.0,12528.3,12526.46,,Commercial,,1475798400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.025,16.57863998413086
dc_9fe2fa1cb2a0,Ergonomic Group,CT,41.706538,-72.590904,nearest,8.311878672906406,200.0,31,16610.9,109.88259611103535,,569236.0,1582.0,1582.3,,Industrial,36 KREIGER LANE,1564099200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,3.0,0.075,4.7566447257995605
dc_e6031badf345,San Jose Colocation Center,CA,37.334508,-121.89143,nearest,9.983881229183318,200.0,29,115479.9,136.39405465959078,13.07,15648160.0,59302.9,59302.88,31.09,Utility and Misc,,1349049600000.0,D,True,False,,high,True,4.0,,0.0,6.0,6.0,4.0,0.655,0.1221932545304298
dc_a6907eaa6ace,Amazon Web Services IAD69,VA,39.0254851,-77.4146998,contains,0.0,200.0,9,312769.1,0.0,,50997659.0,312769.1,312855.1,,Commercial,21111 RIDGETOP CIRCLE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.055,13.613815307617188
dc_165fe373f4a4,Stream Data Centers Houston,TX,30.1777082,-95.486593,contains,0.0,200.0,25,114958.9,0.0,,26337448.0,114958.9,114928.7,,Commercial,4001 TECHNOLOGY FOREST BLVD,1524700800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,3.0,0.015,22.235015869140625
dc_70473eb49a8f,Crown Castle Baltimore,MD,39.287752,-76.60685,nearest,16.483992905816294,200.0,24,133440.1,43.47404743412703,29.61,7701329.0,97274.4,97274.32,29.67,Commercial,124 MARKET PLACE,1347494400000.0,AE,True,True,,high,True,2.0,,0.0,6.0,6.0,,0.055,14.052087783813477
dc_a5cc2c2adb3a,AiNET One Market Center,MD,39.29165,-76.61974,contains,0.0,200.0,34,121793.6,128.82633319604133,14.13,7704904.0,93212.2,93212.16,25.96,Government,222 NORTH HOWARD STREET NORTH,1347494400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,4.0,,0.0,6.0,6.0,,0.055,14.052087783813477
dc_8adc27a50dae,Lumen McLean,VA,38.9208538,-77.2115713,contains,0.0,200.0,11,75263.9,92.03911913126568,11.81,7905366.0,66511.3,66511.2,5.1,Commercial,1753 OLD MEADOW ROAD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,1.0,0.5,1.0,6.0,1.0,0.055,13.629328727722168
dc_14899623a0b1,TierPoint Milwaukee,WI,43.0093779,-87.9610618,contains,0.0,200.0,99,53614.5,174.67063111687722,8.64,10158622.0,50359.8,50327.19,8.68,Commercial,,1351900800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,1.0,0.025,8.040300369262695
dc_7cf3203418c1,Frontier Science,NY,42.9902011,-78.8123836,contains,0.0,200.0,52,24170.1,0.0,8.1,8014524.0,24170.1,24169.71,8.1,Commercial,4047 MAPLE ROAD,1427846400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,3.0,0.025,8.291032791137695
dc_8d9f4b8cf0b8,505 Marquette,NM,35.088399,-106.65223,nearest,8.551680696080004,200.0,30,80247.6,42.45279364035796,,12070108.0,31685.0,31677.39,,Industrial,505 MARQUETTE AVENUE NORTHWEST,1314835200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,,0.055,9.913078308105469
dc_b82bb79938c5,123 Central,NM,35.0844494,-106.6489853,contains,0.0,200.0,18,97564.0,167.4973635733588,,12064596.0,16039.2,16035.29,,Commercial,123 CENTRAL AVENUE NORTHWEST,1314835200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,,0.055,9.913078308105469
dc_02eebfd81a53,Oak Tower,MO,39.1010328,-94.5793375,nearest,6.932968447669011,200.0,19,101565.8,6.932968447669011,23.94,11231296.0,101565.8,101565.7,23.94,Commercial,324 EAST 11TH STREET,1329609600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,,0.025,20.675199508666992
dc_27fa53a57833,Netrality Data Centers,MO,39.1009469,-94.5809437,nearest,7.712847152895898,200.0,16,594084.9,127.7519886588938,32.65,11230219.0,41925.7,41925.64,43.28,Commercial,1116 GRAND BOULEVARD,1329609600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,,0.025,20.675199508666992
dc_52be2b848b4f,Netrality,IL,41.8728811,-87.63344,contains,0.0,200.0,17,362171.4,76.2909796246796,46.17,34136302.0,67510.9,67510.82,53.52,Residential,673 SOUTH WELLS STREET,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,3.0,,0.0,6.0,6.0,,0.035,16.118194580078125
dc_d5e6794a2612,Brandaleone Lab for Data and Visualization,NC,36.0030993,-78.9385323,contains,0.0,200.0,18,365004.7,98.65308973502188,12.8,15260871.0,21374.6,21374.59,17.3,Education,415 CHAPEL DRIVE,1267488000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,3.0,0.035,14.05187702178955
dc_d1cc4e423ca1,Frontier (supercomputer),TN,35.929597,-84.310567,contains,0.0,200.0,13,423038.8,74.70627951202779,,11005735.0,223650.1,223795.8,,Commercial,,1542412800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,3.0,0.165,12.677520751953123
dc_1771855b67b2,TelePacific,CA,37.779653,-122.393857,nearest,5.842005642182611,200.0,33,101171.2,134.83733102175097,16.42,16266719.0,20256.4,20256.41,9.68,Commercial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,,0.485,0.0928128734230995
dc_23be1dc53fc6,VaultLogix,AZ,33.627367,-111.9017033,contains,0.0,200.0,29,63767.2,162.37656577038695,7.95,11371983.0,20796.1,20796.04,4.72,Industrial,15679 NORTH 83RD WAY,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,4.0,0.025,7.846182823181152
dc_60ad9b8f15c0,Profit Finder Pro Software,AZ,33.6272477,-111.9020476,contains,0.0,200.0,29,63767.2,168.37895724028098,7.95,11371612.0,17383.0,17382.94,4.75,Industrial,15525 NORTH 83RD WAY,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,4.0,0.025,7.846182823181152
dc_37739045bbd2,DataPro USA Web Development,AZ,33.6116624,-111.9139825,contains,0.0,200.0,42,29109.7,198.71906230197376,4.02,11361131.0,26407.6,26407.55,4.3,Commercial,7741 EAST GRAY ROAD,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,4.0,0.025,7.846182823181152
dc_4b4306dd4707,e360,CA,37.9710809,-122.0437382,contains,0.0,200.0,42,71544.8,156.29091353798742,,10002888.0,42946.6,42649.61,,Commercial,,1537574400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,4.0,,0.0,6.0,6.0,3.0,0.485,0.0928128734230995
dc_dd96fac8908c,Digital Realty ORD10,IL,41.8533507,-87.6183067,contains,0.0,200.0,8,4249157.4,74.09763169390756,26.04,35011105.0,247826.3,247826.1,27.25,Commercial,2105 SOUTH PRAIRIE AVENUE,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,4.0,,0.0,6.0,6.0,,0.035,16.118194580078125
dc_54fd156f6e89,Centersquare Chicago Data Center - ORD1,IL,41.8533827,-87.6186071,contains,0.0,200.0,13,4249157.4,103.14256364154063,26.04,35011105.0,247826.3,247826.1,27.25,Commercial,2105 SOUTH PRAIRIE AVENUE,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,4.0,,0.0,6.0,6.0,,0.035,16.118194580078125
dc_06c982ebea67,K-Motion Interactive,AZ,33.6344843,-111.8843457,contains,0.0,200.0,32,118378.0,177.06098150442642,18.56,11376350.0,18485.0,18485.05,6.19,Industrial,16419 NORTH 91ST STREET,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,3.0,4.0,0.3333333333333333,6.0,6.0,4.0,0.025,7.846182823181152
dc_e2f0d5b0e152,West Monroe,IL,41.8805271,-87.6359383,contains,0.0,200.0,22,105634.5,68.77151939840732,135.97,34144829.0,55418.0,55417.98,120.41,Industrial,311 WEST MONROE STREET,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,,0.035,16.118194580078125
dc_b5221ae8a695,Iron Mountain Data Centers AZS-1,AZ,33.6446663,-111.8960985,contains,0.0,200.0,36,67483.7,0.0,10.08,11382151.0,67483.7,67483.63,10.08,Commercial,8521 EAST PRINCESS DRIVE,1412467200000.0,AO,True,True,,high,False,2.0,,0.0,6.0,6.0,4.0,0.025,7.846182823181152
dc_1ecd2bc35dc3,CoreSite Chicago Data Center (CH1),IL,41.8759405,-87.6314655,contains,0.0,200.0,27,362171.4,27.313133344435258,46.17,34139019.0,37120.7,37120.71,39.43,Commercial,119 WEST VAN BUREN STREET,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,,0.035,16.118194580078125
dc_dc42b75a08e1,Accelera Data Systems,AZ,33.6647455,-112.1117142,contains,0.0,200.0,37,141686.4,120.78436846375784,9.21,11328142.0,21952.6,21952.63,5.41,Industrial,2501 WEST BEHREND DRIVE,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,,0.025,7.146243572235107
dc_41dcb90246ba,Expedient Owings Mills,MD,39.427109,-76.81164,contains,0.0,200.0,1,45170.5,0.0,,6002184.0,45170.5,45503.17,,Commercial,,1570665600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.065,14.052087783813477
dc_06efc6377b82,Lumen Baltimore,MD,39.291653,-76.619739,contains,0.0,200.0,34,121793.6,128.91386842935856,14.13,7704904.0,93212.2,93212.16,25.96,Government,222 NORTH HOWARD STREET NORTH,1347494400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,4.0,,0.0,6.0,6.0,,0.055,14.052087783813477
dc_aeb9d6e08cbd,Expedient Tidepoint,MD,39.274763,-76.590562,nearest,3.294508917892501,200.0,27,331068.3,3.294508917892501,9.01,7691960.0,331068.3,331068.0,9.01,Industrial,1030 HULL STREET,1347494400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,5.0,,0.0,6.0,6.0,,0.055,14.052087783813477
dc_366bd093071c,Flexential - Denver - Centennial Data Center,CO,39.5938733,-104.8431597,contains,0.0,200.0,7,106541.7,119.53594058689592,6.42,15091990.0,42429.5,42429.49,6.26,Industrial,12500 EAST ARAPAHOE ROAD,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,3.0,0.045,10.969576835632324
dc_dbefe86a9d2c,EdgeConneX Data Center,AZ,33.3955855,-111.9700762,contains,0.0,200.0,32,89529.4,72.68973793361666,5.95,11617787.0,81821.6,81821.53,6.63,Commercial,3011 SOUTH 52ND STREET,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_c7c5fc8a1267,,MI,41.8072817,-83.6276287,nearest,71.56508565314466,200.0,16,6228.0,161.27751179371455,,7393664.0,2422.0,2422.875,,Residential,,1564704000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,1.0,1.0,1.0,1.0,1.0,0.035,19.51206970214844
dc_60a8427538d7,IT,CA,33.9102899,-117.5030207,contains,0.0,200.0,20,20892.8,46.39591277304254,8.48,17267105.0,13758.1,13758.12,4.76,Education,,1317168000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,4.0,0.5,4.0,4.0,4.0,0.455,0.6565972566604614
dc_f96046272fcb,"Alembic Computer Services, Inc.",AZ,33.4051307,-111.9773353,contains,0.0,200.0,22,40010.0,112.61403289050392,6.02,11626045.0,14800.4,14800.38,4.49,Industrial,2125 SOUTH 48TH STREET,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_d80fbebeedc2,J-Curve Technologies,AZ,33.4131856,-111.9711539,contains,0.0,200.0,31,292959.8,178.1646968437752,9.35,11630795.0,76338.3,76338.3,4.71,Commercial,2005 WEST 14TH STREET,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,high,False,1.0,,0.0,6.0,6.0,4.0,0.025,7.883434772491455
dc_623234ef1b41,Flexential Cincinnati,OH,39.3159313,-84.4494638,contains,0.0,200.0,23,416639.3,147.54391991648754,,544391.0,83878.3,83629.87,,Commercial,5319 MUHLHAUSER ROAD,1521936000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,1.0,0.045,17.444948196411133
dc_023d2663ae5d,Flexential Denver - Downtown,CO,39.7455941,-104.9950455,nearest,10.383253794616715,200.0,22,1447026.2,171.62790320357223,21.11,15415339.0,49936.8,49936.71,16.32,Commercial,820 16TH STREET,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,3.0,0.045,10.969576835632324
dc_65dbd76e7604,Flexential Dallas - Downtown Dallas,TX,32.8004101,-96.8193707,contains,0.0,200.0,8,243138.7,0.0,32.91,29902135.0,243138.7,243138.4,32.91,Education,1950 N STEMMONS FWY,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,high,True,4.0,,0.0,6.0,6.0,3.0,0.025,18.841638565063477
dc_4861bf2a2b63,Flexential Jacksonville,FL,30.2457482,-81.5817226,contains,0.0,200.0,9,76912.3,121.56911822840472,,24005038.0,60220.2,59988.55,,Utility and Misc,4905 BELFORT RD,1490140800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,,0.0,6.0,6.0,3.0,0.025,23.808124542236328
dc_a8ddb88fae41,Flexential - Denver - Aurora,CO,39.6610488,-104.8488321,contains,0.0,200.0,90,179759.6,0.0,7.34,15211108.0,179759.6,179759.3,7.34,Commercial,11900 EAST CORNELL AVENUE,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,4.0,0.045,10.969576835632324
dc_4bfdea1a9bd2,Flexential Nashville - Brentwood,TN,35.9727294,-86.8084949,contains,0.0,200.0,5,164046.1,0.0,,11003848.0,164046.1,163916.1,,Commercial,7100 COMMERCE WAY,1521072000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,2.0,,0.0,6.0,6.0,1.0,0.0849999999999999,16.486181259155273
dc_3d82ec0fd7d6,Flexential Raleigh,NC,35.8505281,-78.8291431,contains,0.0,200.0,5,143356.7,0.0,5.8,15359568.0,143356.7,143356.5,5.8,Commercial,5150 MCCRIMMON PKWY,1267488000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,2.0,,0.0,6.0,6.0,3.0,0.035,15.275832176208496
dc_672db836d74d,Flexential Tampa - West,FL,28.0373,-82.53998,contains,0.0,200.0,11,70234.1,0.0,9.2,31489812.0,70234.1,70233.84,9.2,Industrial,9423 ANDERSON RD,1340668800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,False,3.0,3.0,0.6666666666666666,3.0,3.0,3.0,0.005,24.239770889282227
dc_193e064bdc4b,Flexential Salt Lake City - Lindon,UT,40.332648,-111.7278754,contains,0.0,200.0,29,30876.6,0.0,,6341022.0,30876.6,30854.76,,Commercial,333 SOUTH 520 WEST,1588550400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,1.0,2.0,1.0,2.0,2.0,2.0,0.165,4.538047790527344
dc_d5a6dcb8e4b7,Digital Realty New York JFK13,NY,40.719928,-74.0044583,contains,0.0,200.0,22,91414.9,66.70548969464187,26.94,7730897.0,48868.6,48838.0,106.8,Industrial,32 AVENUE OF THE AMERICAS,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,,0.095,7.277477264404297
dc_2e2dbc3e3848,Digital Realty New York JFK12,NY,40.7176766,-74.0084414,contains,0.0,200.0,26,66438.0,111.98179967704216,21.21,7730764.0,63885.5,63845.47,69.18,Commercial,60 HUDSON STREET,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,2.0,,0.0,6.0,6.0,4.0,0.095,7.277477264404297
dc_e17d7e79bbea,CoreSite AT1,GA,33.7559857,-84.3911712,contains,0.0,200.0,25,136014.5,57.396256795203136,28.02,17207661.0,22640.4,22640.42,75.93,Commercial,,1351209600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,True,1.0,,0.0,6.0,6.0,,0.055,16.562829971313477
dc_a76f8d21216f,UNM Data Center,NM,35.0867385,-106.6153476,contains,0.0,200.0,43,203519.7,168.2759116410209,,12066948.0,34898.7,34889.43,,Education,2701 CAMPUS BOULEVARD NORTHEAST,1314835200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,high,,3.0,,0.0,6.0,6.0,2.0,0.055,9.913078308105469
