facility_id,name,state,latitude,longitude,building_match,building_dist_m,n_buildings_200m,build_id,footprint_sqft,source_sqft,height_m,occupancy_class,building_address,imagery_date,flood_zone,flood_mapped,flood_sfha,flood_subtype,multi_storey
dc_8411b70ee9f3,XO Fremont,CA,37.4753251,-121.9221068,contains,0.0,32,15879050.0,66567.9,66567.91,5.69,Industrial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_9a40b00a652d,Hurricane Electric Fremont 2,CA,37.471834,-121.9202907,contains,0.0,39,15875056.0,180915.2,180915.0,7.71,Industrial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_e5c5994d451d,Element Critical,TX,30.34285,-97.69625,contains,0.0,25,28073211.0,63538.7,63538.67,6.61,Commercial,8025 N IH 35 SVRD NB,1167609600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_a89104d1dea0,Element Critical CH1,IL,41.9757324,-87.9646913,contains,0.0,46,34579082.0,90698.0,90697.93,7.87,Industrial,711 NORTH EDGEWOOD AVENUE,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_b98bb7d5812f,165 Halsey / Equinix NY1 / Databank EWR1,NJ,40.7367304,-74.1738875,contains,0.0,26,7652032.0,89826.2,89826.13,54.25,Education,111 MARKET STREET,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_e3d250e7b140,QTS Suwanee Data Center 1,GA,34.0353956,-84.0611057,contains,0.0,4,9092711.0,323613.3,322189.1,,Commercial,,1543363200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_baa85d8160d3,QTS Suwanee Data Center 2,GA,34.0370622,-84.0576958,contains,0.0,5,16015659.0,378145.5,379785.4,,Unclassified,,1543363200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a94598173ea8,TierPoint Little Rock,AR,34.75654,-92.44352,nearest,18.729516953207092,11,872092.0,3068.0,2884.114,,Unclassified,,1474416000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_6553f43d85f7,Equinix SV6,CA,37.3996265,-122.0145584,contains,0.0,81,15782736.0,21980.0,21980.02,10.01,Unclassified,,1349049600000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_d493afe55f15,Flexential Atlanta - Norcross,GA,33.9547396,-84.1985246,contains,0.0,16,52122911.0,34220.7,34249.88,,Industrial,,1674518400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_bd791a1d5428,Centersquare Lynnwood SE1,WA,47.841809,-122.3016653,nearest,12.596752308533198,45,4854020.0,32246.4,32222.79,,Industrial,,1565740800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_29fd6bdf13b7,Apple,OR,44.2891,-120.8725,nearest,0.009272808964622575,5,5000344.0,396285.1,396249.6,,Unclassified,,1560643200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_4f0e6f5bde7c,Walmart Colorado Data Center,CO,38.9857326,-104.787263,contains,0.0,6,15903337.0,203692.8,203692.7,8.95,Commercial,,1337558400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_d9ae28f8917b,Verizon,NE,41.338443,-96.028402,contains,0.0,6,3234156.0,101261.2,101334.4,8.97,Commercial,7400 WORLD COMMUNICATIONS DRIVE,1366848000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_9c33e7edb393,Verizon,NE,41.3384444,-96.0286183,contains,0.0,6,3234156.0,101261.2,101334.4,8.97,Commercial,7400 WORLD COMMUNICATIONS DRIVE,1366848000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_3c8e7ae84da8,George C. Wallace Alabama Supercomputer Center,AL,34.7355,-86.6736,nearest,99.57762461310794,6,14058407.0,14675.8,14675.79,6.76,Commercial,,1234051200000.0,,False,,,False
dc_a83a8d15a315,Equinix,CA,33.85003,-118.30331,nearest,34.661012142166996,9,13128212.0,107410.8,107410.7,6.45,Utility and Misc,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_543c04d60b95,Digital Realty Chicago ORD12,IL,41.9283557,-87.8592545,contains,0.0,11,34546781.0,101785.6,101785.5,10.47,Industrial,9377 GRAND AVENUE,1321315200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_b5ee50bca064,,WA,47.2376691,-119.8646264,contains,0.0,7,6159916.0,36577.6,36590.65,,Unclassified,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_36b4acad16e5,Microsoft,WA,47.2394776,-119.8830092,contains,0.0,8,7000747.0,152354.8,152411.1,,Commercial,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a3e6b266b930,Microsoft,WA,47.2385754,-119.8830801,contains,0.0,14,6160593.0,160098.6,160157.9,,Commercial,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c738a087d2cb,,WA,47.23932,-119.85941,nearest,2.6555685470955,10,6161257.0,12505.6,12510.0,,Industrial,,1513987200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_7b42f550217b,Microsoft CYS Datacenter,WY,41.12416,-104.90343,nearest,0.11419239111813248,13,4162323.0,42756.2,42721.95,,Commercial,644 LOGISTICS DRIVE,1597017600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_6be68fa9c112,,WY,41.1262938,-104.9018528,nearest,1.6465860618151587,10,16000029.0,133761.3,133654.5,,Commercial,644 LOGISTICS DRIVE,1597017600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_506d216f297e,KOMO Plaza East,WA,47.6192326,-122.3482873,contains,0.0,34,10160622.0,44088.8,44056.16,23.01,Commercial,,1273190400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_0dcf4693d966,Fidelity,NE,41.1655243,-96.0833669,nearest,9.115906599948133,6,362397.0,9289.7,9295.98,,Industrial,11050 CORNHUSKER ROAD,1589068800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_efb9968b09e4,,CA,33.918074,-118.38735,nearest,27.633439635980494,20,13236905.0,85667.5,85667.34,8.43,Industrial,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_4c87d97ffa9a,Serverfarm - LAX1,CA,33.9217415,-118.3864588,contains,0.0,20,13241546.0,117395.6,117395.5,8.3,Industrial,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_abc1bc37e941,DRT LAX12,CA,33.916298,-118.384828,nearest,21.631092808160812,13,13233735.0,112830.1,112830.0,9.25,Commercial,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_961fc1bc0c89,Google - Thornton,CO,39.922465,-104.9834252,contains,0.0,7,15669186.0,86611.2,86611.13,6.23,Commercial,12396 GRANT STREET,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_5b5256c05523,DRT LAX10,CA,34.04728,-118.25669,nearest,10.460430099791237,19,14634908.0,68664.1,68664.0,35.53,Commercial,,1350432000000.0,X,True,False,1 PCT DEPTH LESS THAN 1 FOOT,True
dc_f40c26b1ceb4,One Wilshire,CA,34.048149,-118.255721,nearest,5.255228988984692,22,14871969.0,117377.0,117376.9,49.83,Commercial,,1350432000000.0,X,True,False,1 PCT DEPTH LESS THAN 1 FOOT,True
dc_ddf294b48205,,VA,37.4944,-77.23745,contains,0.0,31,51100682.0,210705.2,210739.6,,Unclassified,6050 TECHNOLOGY CREEK DRIVE,1644537600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_66e879b37950,"CyrusOne NVA1, NVA2 & NVA3",VA,39.0259023,-77.4144697,contains,0.0,9,50997659.0,312769.1,312855.1,,Commercial,21111 RIDGETOP CIRCLE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_6a2a35ba07d2,NAP of the Americas,FL,25.7824,-80.19312,contains,0.0,25,30413957.0,122568.7,122568.2,33.75,Commercial,50 NE 9 ST,1392508800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_cc1e6f846f5c,CoreSite - Miami (MI1),FL,25.79739,-80.22987,nearest,4.618474588342833,51,30422372.0,15955.7,15955.66,14.58,Government,2115 NW 22 ST,1392508800000.0,AE,True,True,,True
dc_5127aa265ade,CyrusOne NVA5,VA,39.024356,-77.4341,nearest,78.77582812547762,7,7948150.0,1229.8,1229.828,3.59,Commercial,21350 PACIFIC BOULEVARD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_7829f587ad00,Microsoft,IA,41.54045,-93.82609,contains,0.0,12,5000817.0,546149.3,545776.4,,Unclassified,8855 GRAND AVENUE,1565654400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a16fdadb09e8,Facebook Altoona Data Center 1,IA,41.6642482,-93.5147581,nearest,0.1305937550397128,1,5001293.0,328805.1,328556.9,,Industrial,100 SHARE WAY NORTHWEST,1554508800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ce7c1d42d89e,Facebook Altoona Data Center 2,IA,41.6655118,-93.5082089,contains,0.0,4,5001300.0,303436.5,303207.2,,Industrial,200 SHARE WAY NORTHWEST,1554508800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_fdae777cf363,Virginia Information Technologies Agency,VA,37.3607028,-77.3318065,contains,0.0,4,51647929.0,165143.0,165184.1,,Government,11751 MEADOWVILLE LANE,1644537600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_3804fbe962f8,Lumen Technologies,CA,33.716985,-117.807298,nearest,16.30340494429525,22,13748173.0,21579.2,21579.2,5.6,Industrial,,1350432000000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False
dc_87fe0ed9bf1c,Lumen,WA,47.6542257,-117.4200007,contains,0.0,35,10410541.0,22514.8,22497.37,41.16,Residential,,1225324800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_fe7cb3e8830f,,WI,43.0672971,-89.436704,contains,0.0,87,10440595.0,8408.6,8410.004,6.59,Residential,,1270771200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_1674d44d30cc,Equinix CU2,VA,38.4548439,-77.9781318,nearest,3.6911269034504586,6,50479112.0,197854.1,198024.8,,Commercial,18155 TECHNOLOGY DRIVE,1535932800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f8d214368884,DataPipe Silicon Valley One,CA,37.3336326,-121.8879639,contains,0.0,16,15647866.0,100735.7,100735.6,9.67,Commercial,,1349049600000.0,D,True,False,,False
dc_042da0f1f99d,CoreSite Secaucus Campus,NJ,40.7841733,-74.0655505,contains,0.0,11,7736927.0,151982.5,151982.3,13.8,Industrial,,1376524800000.0,AE,True,True,,True
dc_01f485c24f90,Evocative Secaucus,NJ,40.787552,-74.0680502,contains,0.0,15,7743298.0,101151.1,101151.0,13.29,Industrial,,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_f2511fb5508c,BT Radianz: 492 River Road,NJ,40.8214542,-74.1341867,contains,0.0,17,7807762.0,110994.4,110994.3,6.32,Commercial,492 RIVER ROAD,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_f9e6c86b33a9,Time Warner Datacenter,CO,39.5989606,-104.8603785,contains,0.0,16,15099186.0,38284.6,38284.54,7.73,Industrial,11011 EAST PEAKVIEW AVENUE,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_3afce9f03886,Time Warner Datacenter,CO,39.5999328,-104.86017,nearest,50.05356908207102,10,238078.0,791.8,580.0642,,Industrial,11011 EAST PEAKVIEW AVENUE,1599868800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_97311ae7d1ad,CyrusOne Austin Data Center III,TX,30.2070062,-97.7011317,contains,0.0,4,37706843.0,181682.8,181607.5,,Commercial,7100 METROPOLIS DR,1512086400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_7db3bba7c9ec,Apollo Cable Landing Station,NJ,40.1570435,-74.101582,contains,0.0,4,5065872.0,26158.0,26829.42,,Commercial,1941 STATE HIGHWAY 34,1375142400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_96450fb1f38e,Cable & Wireless Cable Landing Station,NY,40.8436519,-72.8833757,contains,0.0,8,1623689.0,29454.2,29453.73,,Industrial,,1552780800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_e4baea386a94,Equinix Ashburn DC10,VA,39.0210047,-77.4514888,contains,0.0,11,50980227.0,154159.4,154206.9,,Commercial,21551 BEAUMEADE CIRCLE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_d92a5dd0e5f6,Amazon Web Services Datacenter Complex,VA,39.0270811,-77.4526315,contains,0.0,5,50995758.0,166495.1,166546.5,,Commercial,44854 INTERCONNECTION PLACE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_1ef09805fae1,Amazon Web Services,VA,39.0288072,-77.4588379,contains,0.0,7,50996465.0,116180.3,116216.8,,Commercial,21267 SMITH SWITCH ROAD,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_9351a2fe0177,Amazon IAD-61,VA,38.9158051,-77.4919869,nearest,41.881462227131905,23,51517086.0,1488.9,1489.443,,Commercial,43736 CLUBBER LANE,1655424000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_a1ec41fa9483,Amazon IAD58,VA,38.9865152,-77.4422565,nearest,20.389032444756,9,51491518.0,143362.5,143405.5,,Commercial,22745 RELOCATION DRIVE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_df61119311e7,Amazon IAD51,VA,38.9914123,-77.4365107,contains,0.0,12,51492469.0,74123.9,74145.72,,Commercial,45220 PROLOGIS PLAZA,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_dd2e714c19e0,Amazon IAD56,VA,38.988341,-77.438008,nearest,28.616725685968923,8,51491072.0,94897.4,94925.5,,Commercial,45190 PROLOGIS PLAZA,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c20b2302aff2,Amazon IAD16,VA,38.9906864,-77.4488397,contains,0.0,12,51493322.0,84506.7,84532.63,,Commercial,22651 DULLES SUMMIT COURT,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_dee61d200c43,Amazon IAD15,VA,38.991708,-77.4485641,contains,0.0,11,51493324.0,112234.7,112269.1,,Commercial,22631 DULLES SUMMIT COURT,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ab293c583bc3,Amazon IAD14,VA,38.7898846,-77.5482287,contains,0.0,14,50264650.0,120990.4,121039.5,,Commercial,11801 BREWERS SPRING ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_71354fe4b02d,Amazon IAD59,VA,38.7921874,-77.5484673,contains,0.0,4,50263950.0,134607.9,134662.5,,Commercial,7600 DOANE DRIVE,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c4a43ff19d8c,Amazon IAD52,VA,38.7911185,-77.5483863,contains,0.0,4,50264651.0,129058.0,129110.3,,Commercial,11800 BREWERS SPRING ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_af33dfbf5532,Amazon Web Services Datacenter Complex,OH,40.0937454,-82.7518317,nearest,14.520050497047235,7,6001221.0,34571.9,35319.52,,Industrial,,1546646400000.0,,False,,,
dc_2f2def1e8828,Amazon AWS: Hilliard Data Center,OH,40.0598657,-83.1342839,none,,0,,,,,,,,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_bd0c4df6edc8,Amazon Web Services,OR,45.9158356,-119.2663235,nearest,33.34834059981282,3,5000987.0,96886.4,96882.63,,Unclassified,,1537660800000.0,D,True,False,,
dc_8b5c9190f762,Amazon Web Services,OR,45.8410032,-119.6527688,contains,0.0,10,5000970.0,122169.7,122199.4,,Unclassified,,1557100800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c3cd81b92a8d,Amazon Web Services,OR,45.8522387,-119.6299007,nearest,126.7035384442031,2,3316148.0,1318.3,1318.578,,Unclassified,,1557100800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_ee2be26aa83a,Amazon Web Services,OR,45.8532,-119.64677,nearest,11.014002757680005,2,3317515.0,119698.4,119726.9,,Government,,1557100800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_b8308dcc18bb,Equinix San Jose SV3,CA,37.388274,-121.8884463,contains,0.0,41,15764270.0,107521.1,107521.0,7.02,Unclassified,,1349049600000.0,D,True,False,,False
dc_6bb9d780dce7,365 Main Street Data Center,CA,37.788616,-122.390816,nearest,11.309498870708008,29,16279841.0,75143.0,75142.94,22.9,Industrial,,1349049600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_fa3d9251f7ad,Meta,NC,35.3142602,-81.8220553,contains,0.0,2,14009142.0,320693.1,321093.1,,Commercial,284 SOCIAL CIRCLE,1389830400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_1aaac235c2f7,Meta,NC,35.31738,-81.82625,contains,0.0,2,14009167.0,281059.6,281832.5,,Commercial,408 SOCIAL CIRCLE,1389830400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_b957334fcb5a,,CA,37.4039641,-121.8892308,contains,0.0,18,15792781.0,73473.4,73473.37,9.71,Industrial,,1349049600000.0,AO,True,True,,False
dc_68281ce20aef,Csquare SFO1,CA,37.37045,-121.9698252,contains,0.0,13,15732738.0,176528.9,176528.7,8.97,Unclassified,,1349049600000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False
dc_973ebac1cb09,,CA,37.3717787,-121.9725052,contains,0.0,15,15733745.0,75145.6,75145.47,9.28,Unclassified,,1349049600000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False
dc_13bf0cfc3848,Intergate Columbia B,WA,47.407164,-120.1875239,contains,0.0,6,7002951.0,208288.0,208351.8,,Commercial,4405 GRANT ROAD,1566259200000.0,,False,,,
dc_5c8f14e5f3fc,Intergate Columbia A,WA,47.4086205,-120.1893981,contains,0.0,7,7000928.0,268380.8,268462.7,,Commercial,4405 GRANT ROAD,1566259200000.0,,False,,,
dc_2418d90f9371,Intergate Columbia,WA,47.40758,-120.19158,nearest,5.151375918191649,4,6204646.0,119608.4,119644.6,,Commercial,4405 GRANT ROAD,1566259200000.0,,False,,,
dc_82d5bf536c6b,QTS Ashburn-Moran,VA,38.9942215,-77.4482013,contains,0.0,7,7870374.0,10155.7,10155.69,5.46,Commercial,44874 MORAN ROAD,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_2a3cef084baa,Centersquare IAD4-A,VA,39.0217816,-77.4527978,contains,0.0,9,7873786.0,75010.8,75010.77,7.73,Commercial,21561 BEAUMEADE CIRCLE,1205280000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_76d8a96e6398,AWS Building E,VA,39.0050516,-77.4856124,contains,0.0,9,51082916.0,170965.9,171023.9,,Unclassified,43790 DEVIN SHAFRON DRIVE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_783ed530397e,Digital Realty New Jersey EWR20,NJ,40.8299279,-74.1267496,contains,0.0,60,7821270.0,28470.8,28470.75,29.83,Industrial,100 DELAWANNA AVENUE,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_4fe04b8d0451,CyrusOne Somerset,NJ,40.5379623,-74.5457225,contains,0.0,15,6009046.0,211546.2,212459.0,,Commercial,,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f56907de3951,BNY Mellon Somerset,NJ,40.535869,-74.5534315,nearest,13.052007431596154,5,6003120.0,82936.2,85171.43,,Industrial,,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_afac4d785392,,NJ,40.5375265,-74.5555236,contains,0.0,5,6003127.0,130078.5,130057.3,,Industrial,,1508371200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_b095480b552f,Digital Realty New Jersey EWR21,NJ,40.832497,-74.123887,nearest,19.49454800530863,12,7824879.0,68345.8,68345.72,5.52,Industrial,,1376524800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_fd571f509631,,CA,34.199321,-118.343534,nearest,24.471623270217194,44,14823791.0,6707.1,6707.057,3.55,Industrial,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_085fa1c6cd48,Amazon IAD78,VA,39.0263681,-77.4495202,contains,0.0,8,50979994.0,159017.2,159065.9,,Commercial,44862 INTERCONNECTION PLACE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f76653816c0f,Amazon IAD79,VA,39.0263574,-77.4508704,contains,0.0,9,50982144.0,157654.9,157703.6,,Commercial,44858 INTERCONNECTION PLACE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f5f99e41c7eb,,NV,39.56711,-119.5485335,contains,0.0,4,900789.0,480884.4,480884.0,,Commercial,,1537574400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_e47b672ce4ff,Kaiser Data Center,CA,38.254065,-122.2730918,contains,0.0,9,8156647.0,157218.8,157094.8,,Industrial,,1472860800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_89f803745a9e,Lumen Dallas - 3180 Irving Blvd.,TX,32.8069549,-96.8685888,contains,0.0,12,29938495.0,81281.3,81281.19,8.21,Commercial,3180 IRVING BLVD,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_663e3aabdd3a,Prime DFW01-01,TX,32.8379581,-96.8784007,contains,0.0,8,29789224.0,89703.5,89703.47,8.04,Commercial,1515 ROUND TABLE DR,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_2f2fa36dd479,Lumen Dallas 6,TX,32.827998,-96.8843787,contains,0.0,13,30390633.0,12905.2,12905.15,6.14,Commercial,1150 REGAL ROW,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_c7388ffdcf0a,Digital Realty DFW36,TX,32.8275499,-96.8737498,contains,0.0,14,30395322.0,136312.5,136312.3,8.44,Education,8435 N STEMMONS FWY,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_2488b59ec2e1,DataBank Dallas Empire Central Data Center,TX,32.8217503,-96.873553,contains,0.0,17,30229923.0,66018.6,66018.49,6.49,Commercial,1100 EMPIRE CENTRAL PL,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_a3670fa43098,TierPoint Dallas Data Center,TX,32.8079818,-96.8573889,contains,0.0,12,29947292.0,71792.2,71792.1,5.58,Commercial,3000 IRVING BLVD,1435708800000.0,X,True,False,AREA WITH REDUCED FLOOD RISK DUE TO LEVEE,False
dc_daf9220540a9,Amazon IAD87,VA,38.9918083,-77.441172,contains,0.0,7,51491509.0,163694.1,163743.2,,Commercial,45110 LOUDOUN DOWNS LANE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_cfa3a5031c6d,Amazon IAD88,VA,38.9909679,-77.4418679,contains,0.0,6,51492436.0,162217.0,162265.8,,Commercial,45111 LOUDOUN DOWNS LANE,1710374400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_021211d2ad4e,Verizon,CO,39.589248,-104.877933,contains,0.0,45,15083835.0,11961.2,11961.21,5.99,Commercial,7028 SOUTH CLINTON STREET,1337212800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_3a8551ffe989,Stream Data Centers PHX-1,AZ,33.4195,-112.36,contains,0.0,1,11459443.0,416113.6,416113.2,11.88,Commercial,2950 SOUTH LITCHFIELD ROAD,1412467200000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False
dc_a610d284990f,Live Oak Data Center,TX,32.7837489,-96.7946364,contains,0.0,5,29799666.0,39811.4,39811.39,18.63,Commercial,2020 LIVE OAK ST,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_2309affb2b7b,Stack Infrastructure - POR01,OR,45.5493273,-122.9278183,contains,0.0,2,3640313.0,88415.5,88344.84,,Unclassified,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_c72d4cbdd423,Flexential Portland - Hillsboro 2,OR,45.558302,-122.9171647,contains,0.0,3,3643696.0,233773.0,233586.2,,Unclassified,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_34120cb9bfb9,NYSE Data Center,NJ,41.0783165,-74.152912,contains,0.0,13,6008792.0,204352.8,201935.1,,Commercial,1700 MACARTHUR BOULEVARD,1427068800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_765868de3ac6,AT&T,CA,34.5799784,-118.1140073,contains,0.0,49,9080189.0,17827.0,17976.4,,Government,,1504742400000.0,X,True,False,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,
dc_374ef12de243,,CO,38.8026713,-104.5219809,contains,0.0,8,1461980.0,43843.0,43604.39,,Government,,1565481600000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_f17c4c877a75,Siemens EDA - HDC / Data Center,OR,45.3187166,-122.7658797,contains,0.0,17,3055400.0,25320.3,25300.23,,Industrial,,1564790400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_4dcce2e3f5c2,Aligned  DFW-01,TX,33.0093142,-96.6765617,contains,0.0,11,30281855.0,108447.7,108447.5,8.63,Commercial,2800 SUMMIT AVENUE,1435708800000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
dc_dd893891f25e,Tierpoint Dallas-Allen,TX,33.13874,-96.66024,contains,0.0,2,31616097.0,346020.4,346150.0,,Commercial,2300 CHELSEA BOULEVARD,1654992000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_d6dfe2b4b690,,TX,30.0187,-95.8637474,contains,0.0,4,36507426.0,357263.2,357784.1,,Industrial,28401 BETKA RD,1693526400000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_65de9231db68,Amazon IAD73,VA,38.7779795,-77.5590992,contains,0.0,14,50243188.0,202148.8,202232.9,,Commercial,7060 WELLINGTON ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_3d7a9b4bc895,Amazon IAD74,VA,38.7774374,-77.5578909,contains,0.0,12,50243435.0,157919.3,157985.0,,Commercial,7070 WELLINGTON ROAD,1654387200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,
dc_98252a80dd0a,H5 Data Center,OH,41.5063555,-81.683589,contains,0.0,31,9236193.0,73655.0,73654.91,20.22,Unclassified,1625 ROCKWELL AVENUE,1282003200000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,True
dc_daf3c5ec6554,TPx Colocation Datacenter,CA,33.7075065,-117.8441042,contains,0.0,9,13737713.0,346883.0,346882.7,7.35,Residential,,1350432000000.0,X,True,False,AREA OF MINIMAL FLOOD HAZARD,False
